idx,default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,sex,marriage,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker,rank_svm_saw
729,1,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,6416,... < 100 DM,.. >= 7 years,4,female , divorced/separated/married,none,3,unknown / no property,59,none,rent,1,skilled employee / official,1,none,yes,
730,0,>= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),business,1275,.. >= 1000 DM ,1 <= ... < 4 years,2,male , divorced/separated,none,4,real estate,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
731,0,0 <= ... < 200 DM,24,delay in paying off in the past,domestic appliances,6403,... < 100 DM,... < 1 year ,1,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,
732,1,< 0 DM,24,existing credits paid back duly till now,domestic appliances,1987,... < 100 DM,1 <= ... < 4 years,2,male , single,none,4,real estate,21,none,rent,1,unskilled - resident,2,none,yes,
733,0,0 <= ... < 200 DM,8,existing credits paid back duly till now,domestic appliances,760,... < 100 DM,4 <= ... < 7 years,4,female , divorced/separated/married,guarantor,2,real estate,44,none,own,1,unskilled - resident,1,none,yes,
734,0,no checking account,24,existing credits paid back duly till now,car (used),2603,.. >= 1000 DM ,1 <= ... < 4 years,2,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
735,0,no checking account,4,critical account/ other credits existing (not at this bank),car (new),3380,... < 100 DM,4 <= ... < 7 years,1,female , divorced/separated/married,none,1,real estate,37,none,own,1,skilled employee / official,2,none,yes,
736,0,0 <= ... < 200 DM,36,all credits at this bank paid back duly,repairs,3990,unknown/ no savings account,... < 1 year ,3,female , divorced/separated/married,none,2,unknown / no property,29,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes,
737,1,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),11560,... < 100 DM,1 <= ... < 4 years,1,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,
738,0,< 0 DM,18,existing credits paid back duly till now,car (new),4380,100 <= ... < 500 DM,1 <= ... < 4 years,3,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,unskilled - resident,2,"yes, registered under the customers name ",yes,
739,0,no checking account,6,critical account/ other credits existing (not at this bank),car (new),6761,... < 100 DM,4 <= ... < 7 years,1,male , single,none,3,unknown / no property,45,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes,
740,1,0 <= ... < 200 DM,30,no credits taken/ all credits paid back duly,business,4280,100 <= ... < 500 DM,1 <= ... < 4 years,4,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,2,unskilled - resident,1,none,yes,
741,0,< 0 DM,24,all credits at this bank paid back duly,car (new),2325,100 <= ... < 500 DM,4 <= ... < 7 years,2,male , single,none,3,"if not A121/A122 : car or other, not in attribute 6",32,bank,own,1,skilled employee / official,1,none,yes,
742,0,0 <= ... < 200 DM,10,all credits at this bank paid back duly,domestic appliances,1048,... < 100 DM,1 <= ... < 4 years,4,male , single,none,4,real estate,23,stores,own,1,unskilled - resident,1,none,yes,
743,0,no checking account,21,existing credits paid back duly till now,domestic appliances,3160,unknown/ no savings account,.. >= 7 years,4,male , single,none,3,if not A121 : building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
744,0,< 0 DM,24,all credits at this bank paid back duly,radio/television,2483,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,male , single,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
745,0,< 0 DM,39,critical account/ other credits existing (not at this bank),radio/television,14179,unknown/ no savings account,4 <= ... < 7 years,4,male , single,none,4,if not A121 : building society savings agreement/ life insurance,30,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
746,0,< 0 DM,13,critical account/ other credits existing (not at this bank),business,1797,... < 100 DM,... < 1 year ,3,male , single,none,1,if not A121 : building society savings agreement/ life insurance,28,bank,own,2,unskilled - resident,1,none,yes,
747,0,< 0 DM,15,existing credits paid back duly till now,car (new),2511,... < 100 DM,unemployed,1,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,none,yes,
748,1,< 0 DM,12,existing credits paid back duly till now,car (new),1274,... < 100 DM,... < 1 year ,3,female , divorced/separated/married,none,1,real estate,37,none,own,1,unskilled - resident,1,none,yes,
749,0,no checking account,21,existing credits paid back duly till now,car (used),5248,unknown/ no savings account,1 <= ... < 4 years,1,male , single,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,
750,0,no checking account,15,existing credits paid back duly till now,car (used),3029,... < 100 DM,4 <= ... < 7 years,2,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,
751,0,< 0 DM,6,existing credits paid back duly till now,radio/television,428,... < 100 DM,.. >= 7 years,2,female , divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,49,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
752,1,< 0 DM,18,existing credits paid back duly till now,car (new),976,... < 100 DM,... < 1 year ,1,female , divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unskilled - resident,1,none,yes,
753,0,0 <= ... < 200 DM,12,existing credits paid back duly till now,business,841,100 <= ... < 500 DM,4 <= ... < 7 years,2,female , divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,
754,0,no checking account,30,critical account/ other credits existing (not at this bank),domestic appliances,5771,... < 100 DM,4 <= ... < 7 years,4,female , divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,
755,1,no checking account,12,delay in paying off in the past,education,1555,.. >= 1000 DM ,.. >= 7 years,4,male , single,none,4,unknown / no property,55,none,for free,2,skilled employee / official,2,none,yes,
756,1,< 0 DM,24,existing credits paid back duly till now,car (new),1285,unknown/ no savings account,4 <= ... < 7 years,4,female , divorced/separated/married,none,4,unknown / no property,32,none,rent,1,skilled employee / official,1,none,yes,
757,0,>= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),car (new),1299,... < 100 DM,1 <= ... < 4 years,1,male , single,none,1,real estate,74,none,own,3,unemployed/ unskilled - non-resident,2,none,no,
758,1,>= 200 DM / salary assignments for at least 1 year,15,critical account/ other credits existing (not at this bank),domestic appliances,1271,unknown/ no savings account,1 <= ... < 4 years,3,male , single,none,4,unknown / no property,39,none,for free,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
759,0,no checking account,24,existing credits paid back duly till now,car (new),1393,... < 100 DM,1 <= ... < 4 years,2,male , single,guarantor,2,real estate,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
760,1,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),691,... < 100 DM,.. >= 7 years,4,male , single,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes,
761,0,no checking account,15,critical account/ other credits existing (not at this bank),car (new),5045,unknown/ no savings account,.. >= 7 years,1,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",59,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
762,1,< 0 DM,18,critical account/ other credits existing (not at this bank),radio/television,2124,... < 100 DM,1 <= ... < 4 years,4,female , divorced/separated/married,none,4,real estate,24,none,rent,2,skilled employee / official,1,none,yes,
763,0,< 0 DM,12,existing credits paid back duly till now,domestic appliances,2214,... < 100 DM,1 <= ... < 4 years,4,male , single,none,3,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,yes,
764,1,no checking account,21,critical account/ other credits existing (not at this bank),car (new),12680,unknown/ no savings account,.. >= 7 years,4,male , single,none,4,unknown / no property,30,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
765,0,no checking account,24,critical account/ other credits existing (not at this bank),car (new),2463,100 <= ... < 500 DM,4 <= ... < 7 years,4,male , married/widowed,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
766,0,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1155,... < 100 DM,.. >= 7 years,3,male , married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1,none,yes,
767,1,< 0 DM,30,existing credits paid back duly till now,radio/television,3108,... < 100 DM,... < 1 year ,2,male , divorced/separated,none,4,if not A121 : building society savings agreement/ life insurance,31,none,own,1,unskilled - resident,1,none,yes,
768,0,no checking account,10,existing credits paid back duly till now,car (used),2901,unknown/ no savings account,... < 1 year ,1,female , divorced/separated/married,none,4,real estate,31,none,rent,1,skilled employee / official,1,none,yes,
769,0,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),radio/television,3617,... < 100 DM,.. >= 7 years,1,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,3,skilled employee / official,1,"yes, registered under the customers name ",yes,
770,0,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,1655,... < 100 DM,.. >= 7 years,2,male , single,none,4,real estate,63,none,own,2,unskilled - resident,1,"yes, registered under the customers name ",yes,
771,0,< 0 DM,24,existing credits paid back duly till now,car (used),2812,unknown/ no savings account,.. >= 7 years,2,female , divorced/separated/married,none,4,real estate,26,none,rent,1,skilled employee / official,1,none,yes,
772,1,< 0 DM,36,critical account/ other credits existing (not at this bank),(vacation - does not exist?),8065,... < 100 DM,1 <= ... < 4 years,3,female , divorced/separated/married,none,2,unknown / no property,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
773,0,no checking account,21,critical account/ other credits existing (not at this bank),car (used),3275,... < 100 DM,.. >= 7 years,1,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
774,0,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,2223,100 <= ... < 500 DM,.. >= 7 years,4,male , single,none,4,if not A121 : building society savings agreement/ life insurance,52,bank,own,2,skilled employee / official,1,none,yes,
775,0,>= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),car (new),1480,500 <= ... < 1000 DM ,unemployed,2,male , single,none,4,unknown / no property,66,bank,for free,3,unemployed/ unskilled - non-resident,1,none,yes,
776,1,< 0 DM,24,existing credits paid back duly till now,car (new),1371,unknown/ no savings account,1 <= ... < 4 years,4,female , divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,
777,0,no checking account,36,critical account/ other credits existing (not at this bank),car (new),3535,... < 100 DM,4 <= ... < 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
778,0,< 0 DM,18,existing credits paid back duly till now,domestic appliances,3509,... < 100 DM,4 <= ... < 7 years,4,female , divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,
779,0,no checking account,36,critical account/ other credits existing (not at this bank),car (used),5711,.. >= 1000 DM ,.. >= 7 years,4,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
780,0,0 <= ... < 200 DM,18,existing credits paid back duly till now,education,3872,... < 100 DM,unemployed,2,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",67,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
781,1,0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),domestic appliances,4933,... < 100 DM,4 <= ... < 7 years,2,male , single,guarantor,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,
782,0,no checking account,24,critical account/ other credits existing (not at this bank),car (new),1940,.. >= 1000 DM ,.. >= 7 years,4,male , single,none,4,real estate,60,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
783,0,0 <= ... < 200 DM,12,no credits taken/ all credits paid back duly,retraining,1410,... < 100 DM,1 <= ... < 4 years,2,male , single,none,2,real estate,31,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,
784,1,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),836,100 <= ... < 500 DM,... < 1 year ,4,female , divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,23,bank,own,1,unskilled - resident,1,none,yes,
785,0,0 <= ... < 200 DM,20,existing credits paid back duly till now,car (used),6468,unknown/ no savings account,unemployed,1,male , divorced/separated,none,4,real estate,60,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
786,0,0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,.. >= 1000 DM ,1 <= ... < 4 years,4,male , single,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,
787,0,no checking account,22,existing credits paid back duly till now,domestic appliances,2675,500 <= ... < 1000 DM ,.. >= 7 years,3,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,none,yes,
788,0,no checking account,48,critical account/ other credits existing (not at this bank),car (used),2751,unknown/ no savings account,.. >= 7 years,4,male , single,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,
789,1,0 <= ... < 200 DM,48,delay in paying off in the past,(vacation - does not exist?),6224,... < 100 DM,.. >= 7 years,4,male , single,none,4,unknown / no property,50,none,for free,1,skilled employee / official,1,none,yes,
790,1,< 0 DM,40,critical account/ other credits existing (not at this bank),(vacation - does not exist?),5998,... < 100 DM,1 <= ... < 4 years,4,male , single,none,3,unknown / no property,27,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
791,1,0 <= ... < 200 DM,21,existing credits paid back duly till now,business,1188,... < 100 DM,.. >= 7 years,2,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,2,none,yes,
792,0,no checking account,24,existing credits paid back duly till now,car (used),6313,unknown/ no savings account,.. >= 7 years,3,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes,
793,0,no checking account,6,critical account/ other credits existing (not at this bank),radio/television,1221,unknown/ no savings account,1 <= ... < 4 years,1,male , married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,
794,0,>= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,2892,... < 100 DM,.. >= 7 years,3,male , divorced/separated,none,4,unknown / no property,51,none,for free,1,skilled employee / official,1,none,yes,
795,0,no checking account,24,existing credits paid back duly till now,radio/television,3062,500 <= ... < 1000 DM ,.. >= 7 years,4,male , single,none,3,unknown / no property,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
796,0,no checking account,9,existing credits paid back duly till now,radio/television,2301,100 <= ... < 500 DM,... < 1 year ,2,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes,
797,1,< 0 DM,18,existing credits paid back duly till now,car (used),7511,unknown/ no savings account,.. >= 7 years,1,male , single,none,4,if not A121 : building society savings agreement/ life insurance,51,none,for free,1,skilled employee / official,2,"yes, registered under the customers name ",yes,
798,0,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1258,... < 100 DM,... < 1 year ,2,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,2,unskilled - resident,1,none,yes,
799,0,no checking account,24,delay in paying off in the past,car (new),717,unknown/ no savings account,.. >= 7 years,4,male , married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
800,0,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1549,unknown/ no savings account,... < 1 year ,4,male , single,none,2,real estate,35,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,
801,0,no checking account,24,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1597,... < 100 DM,.. >= 7 years,4,male , single,none,4,unknown / no property,54,none,for free,2,skilled employee / official,2,none,yes,
802,0,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),domestic appliances,1795,... < 100 DM,.. >= 7 years,3,female , divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,"yes, registered under the customers name ",yes,
803,0,< 0 DM,20,critical account/ other credits existing (not at this bank),radio/television,4272,... < 100 DM,.. >= 7 years,1,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,none,yes,
804,0,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,976,unknown/ no savings account,.. >= 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,none,yes,
805,0,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7472,unknown/ no savings account,unemployed,1,female , divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,
806,1,< 0 DM,36,existing credits paid back duly till now,car (new),9271,... < 100 DM,4 <= ... < 7 years,2,male , single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
807,0,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,590,... < 100 DM,... < 1 year ,3,male , married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,none,no,
808,0,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,930,unknown/ no savings account,.. >= 7 years,4,male , single,none,4,real estate,65,none,own,4,skilled employee / official,1,none,yes,
809,0,0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283,... < 100 DM,unemployed,1,male , single,none,2,unknown / no property,55,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
810,1,0 <= ... < 200 DM,15,no credits taken/ all credits paid back duly,car (new),1778,... < 100 DM,... < 1 year ,2,female , divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes,
811,0,0 <= ... < 200 DM,8,existing credits paid back duly till now,business,907,... < 100 DM,... < 1 year ,3,male , married/widowed,none,2,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
812,0,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,484,... < 100 DM,4 <= ... < 7 years,3,male , married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,none,yes,
813,1,< 0 DM,36,critical account/ other credits existing (not at this bank),car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
814,1,< 0 DM,48,existing credits paid back duly till now,repairs,3051,... < 100 DM,1 <= ... < 4 years,3,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes,
815,1,< 0 DM,48,existing credits paid back duly till now,car (new),3931,... < 100 DM,4 <= ... < 7 years,4,male , single,none,4,unknown / no property,46,none,for free,1,skilled employee / official,2,none,yes,
816,0,0 <= ... < 200 DM,36,delay in paying off in the past,car (new),7432,... < 100 DM,1 <= ... < 4 years,2,female , divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,54,none,rent,1,skilled employee / official,1,none,yes,
817,0,no checking account,6,existing credits paid back duly till now,repairs,1338,500 <= ... < 1000 DM ,1 <= ... < 4 years,1,male , divorced/separated,none,4,real estate,62,none,own,1,skilled employee / official,1,none,yes,
818,0,no checking account,6,critical account/ other credits existing (not at this bank),domestic appliances,1554,... < 100 DM,4 <= ... < 7 years,1,female , divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
819,0,< 0 DM,36,existing credits paid back duly till now,furniture/equipment,15857,... < 100 DM,unemployed,2,male , divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,
820,1,< 0 DM,18,existing credits paid back duly till now,domestic appliances,1345,... < 100 DM,1 <= ... < 4 years,4,male , married/widowed,none,3,real estate,26,bank,own,1,skilled employee / official,1,none,yes,
821,0,no checking account,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,male , married/widowed,none,2,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
822,0,>= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,domestic appliances,3016,... < 100 DM,1 <= ... < 4 years,3,male , married/widowed,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,
823,1,< 0 DM,36,existing credits paid back duly till now,radio/television,2712,... < 100 DM,.. >= 7 years,2,male , single,none,2,if not A121 : building society savings agreement/ life insurance,41,bank,own,1,skilled employee / official,2,none,yes,
824,0,< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),731,... < 100 DM,.. >= 7 years,4,male , single,none,4,real estate,47,none,own,2,unskilled - resident,1,none,yes,
825,0,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,3780,... < 100 DM,... < 1 year ,3,male , divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
826,0,< 0 DM,21,critical account/ other credits existing (not at this bank),car (new),1602,... < 100 DM,.. >= 7 years,4,male , married/widowed,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
827,1,< 0 DM,18,critical account/ other credits existing (not at this bank),car (new),3966,... < 100 DM,.. >= 7 years,1,female , divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee / official,1,"yes, registered under the customers name ",yes,
828,1,no checking account,18,no credits taken/ all credits paid back duly,business,4165,... < 100 DM,1 <= ... < 4 years,2,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",36,stores,own,2,skilled employee / official,2,none,yes,
829,1,< 0 DM,36,existing credits paid back duly till now,car (used),8335,unknown/ no savings account,.. >= 7 years,3,male , single,none,4,unknown / no property,47,none,for free,1,skilled employee / official,1,none,yes,
830,0,0 <= ... < 200 DM,48,delay in paying off in the past,business,6681,unknown/ no savings account,1 <= ... < 4 years,4,male , single,none,4,unknown / no property,38,none,for free,1,skilled employee / official,2,"yes, registered under the customers name ",yes,
831,0,no checking account,24,delay in paying off in the past,business,2375,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,
832,1,< 0 DM,18,existing credits paid back duly till now,car (new),1216,... < 100 DM,... < 1 year ,4,female , divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
833,1,< 0 DM,45,no credits taken/ all credits paid back duly,business,11816,... < 100 DM,.. >= 7 years,2,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,2,skilled employee / official,1,none,yes,
834,0,0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,5084,unknown/ no savings account,.. >= 7 years,2,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
835,1,>= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,domestic appliances,2327,... < 100 DM,... < 1 year ,2,female , divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes,
836,1,< 0 DM,12,no credits taken/ all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,2,skilled employee / official,1,none,yes,
837,0,no checking account,12,existing credits paid back duly till now,domestic appliances,886,unknown/ no savings account,1 <= ... < 4 years,4,female , divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,
838,0,no checking account,4,existing credits paid back duly till now,radio/television,601,... < 100 DM,... < 1 year ,1,female , divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,none,yes,
839,0,< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),2957,... < 100 DM,.. >= 7 years,4,male , single,none,4,if not A121 : building society savings agreement/ life insurance,63,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
840,0,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,2611,... < 100 DM,.. >= 7 years,4,male , married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee / official,1,none,yes,
841,1,< 0 DM,36,existing credits paid back duly till now,radio/television,5179,... < 100 DM,4 <= ... < 7 years,4,male , single,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes,
842,0,no checking account,21,delay in paying off in the past,car (used),2993,... < 100 DM,1 <= ... < 4 years,3,male , single,none,2,real estate,28,stores,own,2,unskilled - resident,1,none,yes,
843,1,no checking account,18,existing credits paid back duly till now,education,1943,... < 100 DM,... < 1 year ,4,female , divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee / official,1,none,yes,
844,0,no checking account,24,all credits at this bank paid back duly,business,1559,... < 100 DM,4 <= ... < 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",50,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
845,0,no checking account,18,existing credits paid back duly till now,radio/television,3422,... < 100 DM,.. >= 7 years,4,male , single,none,4,if not A121 : building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2,"yes, registered under the customers name ",yes,
846,0,0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,3976,unknown/ no savings account,4 <= ... < 7 years,2,male , single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
847,1,no checking account,18,existing credits paid back duly till now,car (new),6761,unknown/ no savings account,1 <= ... < 4 years,2,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",68,none,rent,2,skilled employee / official,1,none,yes,
848,0,no checking account,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year ,4,male , married/widowed,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,
849,0,< 0 DM,9,existing credits paid back duly till now,domestic appliances,1364,... < 100 DM,4 <= ... < 7 years,3,male , single,none,4,real estate,59,none,own,1,skilled employee / official,1,none,yes,
850,1,< 0 DM,12,existing credits paid back duly till now,domestic appliances,709,... < 100 DM,.. >= 7 years,4,male , single,none,4,real estate,57,stores,own,1,unskilled - resident,1,none,yes,
851,1,< 0 DM,20,critical account/ other credits existing (not at this bank),car (new),2235,... < 100 DM,1 <= ... < 4 years,4,male , married/widowed,guarantor,2,if not A121 : building society savings agreement/ life insurance,33,bank,rent,2,skilled employee / official,1,none,no,
