idx,credit_risk,sex,account_check_status,duration_in_month,credit_history,credit_amount,savings,present_employment_since,installment_as_income_perc,marriage,other_debtors,property,age_in_years,age>25,age>35,other_installment_plans,housing,number_of_existing_credits_at_this_bank,telephone,foreign_worker,job
925,1,0,0,24,1,6872,0,1,2,2,1,1,55,1,0,0,1,1,1,0,2
926,1,0,0,12,1,697,0,1,4,0,2,2,46,1,1,0,1,2,1,0,2
927,0,1,0,18,5,1049,0,1,4,1,4,1,21,1,1,2,0,1,0,0,2
928,1,0,0,48,3,10297,0,3,4,0,4,3,39,0,0,1,2,3,1,0,2
929,0,0,3,30,3,1867,4,4,4,0,4,2,58,1,1,2,1,1,1,0,2
930,0,0,0,12,4,1344,0,2,4,0,2,0,43,1,1,2,1,2,0,0,1
931,0,0,0,24,3,1747,0,1,4,0,1,1,24,1,1,2,1,1,0,1,1
932,1,1,1,9,3,1670,0,1,4,1,2,2,22,0,0,2,1,1,1,0,2
933,0,0,3,9,5,1224,0,2,3,0,1,0,30,0,0,2,1,2,0,0,2
934,0,0,3,12,5,522,2,4,4,0,4,1,42,1,0,2,1,2,1,0,2
935,0,1,0,12,3,1498,0,2,4,1,1,2,23,1,1,0,1,1,0,0,2
936,1,0,1,30,4,1919,1,1,4,0,3,3,30,0,0,1,1,2,0,0,3
937,1,1,2,9,3,745,0,2,3,1,2,0,28,1,0,2,1,1,0,0,1
938,0,0,1,6,3,2063,0,1,4,3,3,2,30,1,0,2,0,1,1,0,3
939,1,0,1,60,3,6288,0,2,4,0,4,3,42,1,0,2,2,1,0,0,2
940,0,0,3,24,5,6842,4,2,2,0,4,1,46,1,1,2,1,2,1,0,3
941,0,0,3,12,3,3527,4,1,2,0,3,1,45,1,1,2,1,1,1,0,3
942,0,0,3,10,3,1546,0,2,3,0,2,0,31,1,1,2,1,1,0,1,1
943,0,0,3,24,3,929,4,3,4,0,2,2,31,1,0,1,1,1,1,0,2
944,0,0,3,4,5,1455,0,3,2,0,1,0,42,1,0,2,1,3,0,0,1
945,0,1,0,15,3,1845,0,1,4,1,1,1,46,1,1,2,0,1,0,0,2
946,0,1,1,48,0,8358,2,1,1,1,1,2,30,1,1,2,1,2,0,0,2
947,1,0,0,24,1,3349,2,1,4,0,4,3,30,1,0,2,2,1,1,0,2
948,0,0,3,12,3,2859,4,0,4,0,4,3,38,1,0,2,1,1,1,0,3
949,1,0,3,18,3,1533,0,1,4,3,1,1,43,1,1,2,1,1,0,0,1
950,1,0,3,24,3,3621,1,4,2,0,4,2,31,1,1,2,1,2,0,0,2
951,0,0,1,18,5,3590,0,0,3,3,3,2,40,1,0,2,1,3,1,0,0
952,1,0,0,36,4,2145,0,3,2,0,1,2,24,1,1,2,1,2,1,0,2
953,1,1,1,24,3,4113,2,1,3,1,4,2,28,0,0,2,0,1,0,0,2
954,1,1,3,36,3,10974,0,0,4,1,2,2,26,1,0,2,1,2,1,0,3
955,0,1,0,12,3,1893,0,2,4,1,4,1,29,1,0,2,1,1,1,0,2
956,0,1,0,24,5,1231,3,4,4,1,4,1,57,1,0,2,0,2,1,0,3
957,0,0,2,30,5,3656,4,4,4,0,4,1,49,1,1,1,1,2,0,0,1
958,0,0,1,9,5,1154,0,4,2,0,4,0,37,1,1,2,1,3,0,0,1
959,1,0,0,28,3,4006,0,2,3,0,2,2,45,1,1,2,1,1,0,0,1
960,0,0,1,24,3,3069,1,4,4,0,4,3,30,1,1,2,2,1,0,0,2
961,0,0,3,6,5,1740,0,4,2,3,2,0,30,1,0,2,0,2,0,0,2
962,0,0,1,21,4,2353,0,2,1,2,4,1,47,1,0,2,1,2,0,0,2
963,0,0,3,15,3,3556,4,2,3,0,2,3,29,1,1,2,1,1,0,0,2
964,1,0,3,24,3,2397,2,4,3,0,2,2,35,1,0,0,1,2,1,0,2
965,0,0,1,6,3,454,0,1,3,3,1,1,22,1,0,2,1,1,0,0,1
966,0,1,1,30,3,1715,4,2,4,1,1,2,26,0,0,2,1,1,0,0,2
967,1,0,1,27,5,2520,2,2,4,0,2,1,23,1,0,2,1,2,0,0,1
968,0,1,3,15,3,3568,0,4,4,1,2,2,54,0,0,0,0,1,1,0,3
969,0,0,3,42,3,7166,4,3,2,3,4,1,29,1,1,2,0,1,1,0,2
970,0,0,0,11,5,3939,0,2,1,0,2,0,40,1,0,2,1,2,0,0,1
971,0,0,1,15,3,1514,1,2,4,0,2,0,22,1,1,2,1,1,0,0,2
972,0,0,3,24,3,7393,0,2,1,0,4,1,43,0,0,2,1,1,0,0,1
973,1,1,0,24,1,1193,0,0,1,1,4,3,29,1,1,2,0,2,0,0,0
974,1,0,0,60,3,7297,0,4,4,0,4,3,36,1,0,2,0,1,0,0,2
975,0,1,3,30,5,2831,0,2,4,1,2,2,33,1,1,2,1,1,1,0,2
976,0,1,2,24,3,1258,2,2,3,1,3,2,57,1,0,2,1,1,0,0,1
977,0,1,1,6,3,753,0,2,2,1,3,0,64,1,1,2,1,1,0,0,2
978,0,0,1,18,4,2427,4,4,4,0,2,1,42,1,1,2,1,2,0,0,2
979,1,0,3,24,4,2538,0,4,4,0,4,2,47,1,1,2,1,2,0,0,1
980,1,0,1,15,1,1264,1,2,2,3,2,1,25,1,1,2,0,1,0,0,2
981,1,0,1,30,5,8386,0,3,2,0,2,1,49,0,0,2,1,1,0,0,2
982,1,0,3,48,3,4844,0,0,3,0,2,2,33,1,1,0,0,1,1,0,3
983,0,1,2,21,3,2923,1,2,1,1,1,2,28,1,0,0,1,1,1,0,3
984,1,0,0,36,3,8229,0,2,2,0,2,1,26,1,0,2,1,1,0,0,2
985,0,0,3,24,5,2028,0,3,2,0,2,1,30,1,0,2,1,2,0,0,1
986,0,1,0,15,5,1433,0,2,4,1,3,1,25,1,0,2,0,2,0,0,2
987,0,0,2,42,0,6289,0,1,2,2,1,1,33,0,0,2,1,2,0,0,2
988,0,1,3,13,3,1409,1,0,2,1,4,0,64,1,0,2,1,1,0,0,2
989,0,0,0,24,3,6579,0,0,4,0,2,3,29,1,1,2,2,1,1,0,3
990,0,0,1,24,5,1743,0,4,4,0,2,1,48,1,0,2,1,2,0,0,1
991,0,0,3,12,5,3565,4,1,2,0,1,1,37,1,1,2,1,2,0,0,1
992,0,0,3,15,1,1569,1,4,4,0,4,2,34,1,1,0,1,1,0,0,1
993,0,0,0,18,3,1936,4,3,2,3,4,2,23,1,0,2,0,2,0,0,1
994,0,0,0,36,3,3959,0,0,4,0,3,1,30,0,0,2,1,1,1,0,3
995,0,0,3,12,3,2390,4,4,4,0,3,2,50,1,0,2,1,1,1,0,2
996,0,1,3,12,3,1736,0,3,3,1,4,0,31,1,1,2,1,1,0,0,1
997,0,0,0,30,3,3857,0,2,4,2,4,1,40,1,0,2,1,1,1,0,3
998,0,0,3,12,3,804,0,4,4,0,4,2,38,1,1,2,1,1,0,0,2
999,1,0,0,45,3,1845,0,2,4,0,4,3,23,1,1,2,2,1,1,0,2
1000,0,0,1,45,5,4576,1,0,3,0,4,2,27,0,0,2,1,1,0,0,2
