idx,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account/bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,sex,other_debtors/guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
521,0,24,critical_account/other_credits_existing_not_at_this_bank,repairs,5507,1,4,3,male_single,male,none,4,unknown/no_property,44,none,for free,2,2,1,0,1,1
522,1,18,existing_credits_paid_back_duly_till_now,radio/television,3190,1,2,2,female_divorced/separated/married,female,none,2,real_estate,24,none,own,1,2,1,0,1,0
523,1,48,no_credits_taken/all_credits_paid_back_duly,furniture/equipment,7119,1,2,3,male_single,male,none,4,unknown/no_property,53,none,for free,2,2,2,0,1,0
524,0,24,existing_credits_paid_back_duly_till_now,car_(used),3488,2,3,3,female_divorced/separated/married,female,none,4,car_or_other,23,none,own,1,2,1,0,1,1
525,2,18,existing_credits_paid_back_duly_till_now,radio/television,1113,1,2,4,female_divorced/separated/married,female,guarantor,4,real_estate,26,none,own,1,1,2,0,1,1
526,2,26,existing_credits_paid_back_duly_till_now,car_(used),7966,1,1,2,male_single,male,none,3,car_or_other,30,none,own,2,2,1,0,1,1
527,0,15,critical_account/other_credits_existing_not_at_this_bank,education,1532,2,2,4,female_divorced/separated/married,female,none,3,car_or_other,31,none,own,1,2,1,0,1,1
528,0,4,critical_account/other_credits_existing_not_at_this_bank,radio/television,1503,1,3,2,male_single,male,none,1,real_estate,42,none,own,2,1,2,0,1,1
529,1,36,existing_credits_paid_back_duly_till_now,radio/television,2302,1,2,4,male_divorced/separated,male,none,4,car_or_other,31,none,rent,1,2,1,0,1,0
530,1,6,existing_credits_paid_back_duly_till_now,car_(new),662,1,1,3,male_single,male,none,4,real_estate,41,none,own,1,1,2,1,1,1
531,2,36,existing_credits_paid_back_duly_till_now,education,2273,1,3,3,male_single,male,none,1,car_or_other,32,none,own,2,2,2,0,1,1
532,2,15,existing_credits_paid_back_duly_till_now,car_(new),2631,2,2,2,female_divorced/separated/married,female,none,4,car_or_other,28,none,rent,2,2,1,1,1,0
533,0,12,delay_in_paying_off_in_the_past,car_(used),1503,1,2,4,male_married/widowed,male,none,4,real_estate,41,none,rent,1,2,1,0,1,1
534,0,24,existing_credits_paid_back_duly_till_now,radio/television,1311,2,3,4,male_married/widowed,male,none,3,building_society_savings_agreement/life_insurance,26,none,own,1,2,1,1,1,1
535,0,24,existing_credits_paid_back_duly_till_now,radio/television,3105,0,1,4,male_single,male,none,2,car_or_other,25,none,own,2,2,1,0,1,1
536,3,21,critical_account/other_credits_existing_not_at_this_bank,education,2319,1,1,2,male_divorced/separated,male,none,1,car_or_other,33,none,rent,1,2,1,0,1,0
537,1,6,existing_credits_paid_back_duly_till_now,car_(new),1374,0,0,4,female_divorced/separated/married,female,none,3,building_society_savings_agreement/life_insurance,75,none,own,1,3,1,1,1,1
538,2,18,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,3612,1,4,3,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,37,none,own,1,2,1,1,1,1
539,1,48,existing_credits_paid_back_duly_till_now,car_(new),7763,1,4,4,male_single,male,none,4,unknown/no_property,42,bank,for free,1,3,1,0,1,0
540,3,18,existing_credits_paid_back_duly_till_now,furniture/equipment,3049,1,1,1,female_divorced/separated/married,female,none,1,building_society_savings_agreement/life_insurance,45,stores,own,1,1,1,0,1,1
541,2,12,existing_credits_paid_back_duly_till_now,radio/television,1534,1,1,1,male_married/widowed,male,none,1,real_estate,23,none,rent,1,2,1,0,1,0
542,0,24,delay_in_paying_off_in_the_past,car_(new),2032,1,4,4,male_single,male,none,4,unknown/no_property,60,none,for free,2,2,1,1,1,1
543,1,30,existing_credits_paid_back_duly_till_now,furniture/equipment,6350,0,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,31,none,own,1,2,1,0,1,0
544,3,18,existing_credits_paid_back_duly_till_now,furniture/equipment,2864,1,2,2,male_single,male,none,1,real_estate,34,none,own,1,1,2,0,1,0
545,0,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),1255,1,4,4,male_single,male,none,4,real_estate,61,none,own,2,1,1,0,1,1
546,1,24,delay_in_paying_off_in_the_past,car_(new),1333,1,0,4,male_single,male,none,2,real_estate,43,none,for free,2,2,2,0,1,0
547,0,24,critical_account/other_credits_existing_not_at_this_bank,car_(new),2022,1,2,4,female_divorced/separated/married,female,none,4,car_or_other,37,none,own,1,2,1,1,1,1
548,0,24,existing_credits_paid_back_duly_till_now,radio/television,1552,1,3,3,male_single,male,none,1,car_or_other,32,bank,own,1,2,2,0,1,1
549,1,12,all_credits_at_this_bank_paid_back_duly,radio/television,626,1,2,4,female_divorced/separated/married,female,none,4,real_estate,24,bank,own,1,1,1,0,1,0
550,0,48,critical_account/other_credits_existing_not_at_this_bank,car_(used),8858,0,3,2,male_single,male,none,1,unknown/no_property,35,none,for free,2,2,1,1,1,1
551,0,12,critical_account/other_credits_existing_not_at_this_bank,repairs,996,0,3,4,female_divorced/separated/married,female,none,4,real_estate,23,none,own,2,2,1,0,1,1
552,0,6,all_credits_at_this_bank_paid_back_duly,radio/television,1750,3,4,2,male_single,male,none,4,building_society_savings_agreement/life_insurance,45,bank,own,1,1,2,0,1,1
553,1,48,existing_credits_paid_back_duly_till_now,radio/television,6999,1,3,1,male_married/widowed,male,guarantor,1,real_estate,34,none,own,2,2,1,1,1,0
554,2,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),1995,2,1,4,male_single,male,none,1,car_or_other,27,none,own,1,2,1,0,1,1
555,2,9,existing_credits_paid_back_duly_till_now,education,1199,1,3,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,67,none,own,2,3,1,1,1,1
556,2,12,existing_credits_paid_back_duly_till_now,radio/television,1331,1,1,2,male_single,male,none,1,car_or_other,22,stores,own,1,2,1,0,1,0
557,2,18,no_credits_taken/all_credits_paid_back_duly,car_(new),2278,2,1,3,female_divorced/separated/married,female,none,3,car_or_other,28,none,own,2,2,1,0,1,0
558,0,21,no_credits_taken/all_credits_paid_back_duly,car_(new),5003,0,2,1,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,29,bank,own,2,2,1,1,1,0
559,1,24,all_credits_at_this_bank_paid_back_duly,furniture/equipment,3552,1,3,3,male_single,male,none,4,car_or_other,27,bank,own,1,2,1,0,1,0
560,2,18,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1928,1,1,2,male_single,male,none,2,real_estate,31,none,own,2,1,1,0,1,0
561,1,24,existing_credits_paid_back_duly_till_now,car_(used),2964,0,4,4,male_single,male,none,4,unknown/no_property,49,bank,for free,1,2,2,1,1,1
562,1,24,all_credits_at_this_bank_paid_back_duly,radio/television,1546,1,3,4,male_single,male,guarantor,4,car_or_other,24,bank,rent,1,1,1,0,1,0
563,3,6,delay_in_paying_off_in_the_past,radio/television,683,1,1,2,female_divorced/separated/married,female,none,1,building_society_savings_agreement/life_insurance,29,bank,own,1,2,1,0,1,1
564,2,36,existing_credits_paid_back_duly_till_now,car_(new),12389,0,2,1,male_single,male,none,4,unknown/no_property,37,none,for free,1,2,1,1,1,0
565,2,24,delay_in_paying_off_in_the_past,business,4712,0,2,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,37,bank,own,2,3,1,1,1,1
566,2,24,delay_in_paying_off_in_the_past,radio/television,1553,2,3,3,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,23,none,rent,2,2,1,1,1,1
567,1,12,existing_credits_paid_back_duly_till_now,car_(new),1372,1,3,2,male_divorced/separated,male,none,3,car_or_other,36,none,own,1,2,1,0,1,0
568,0,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,2578,4,4,2,male_single,male,none,2,car_or_other,34,none,own,1,2,1,0,1,1
569,2,48,existing_credits_paid_back_duly_till_now,radio/television,3979,0,3,4,male_single,male,none,1,car_or_other,41,none,own,2,2,2,1,1,1
570,1,48,existing_credits_paid_back_duly_till_now,radio/television,6758,1,2,3,female_divorced/separated/married,female,none,2,car_or_other,31,none,own,1,2,1,1,1,0
571,1,24,existing_credits_paid_back_duly_till_now,furniture/equipment,3234,1,1,4,female_divorced/separated/married,female,none,4,real_estate,23,none,rent,1,1,1,1,1,0
572,0,30,critical_account/other_credits_existing_not_at_this_bank,radio/television,5954,1,3,3,male_single,male,co-applicant,2,car_or_other,38,none,own,1,2,1,0,1,1
573,0,24,existing_credits_paid_back_duly_till_now,car_(used),5433,0,0,2,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,26,none,rent,1,3,1,1,1,1
574,1,15,existing_credits_paid_back_duly_till_now,business,806,1,2,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,22,none,own,1,1,1,0,1,1
575,2,9,existing_credits_paid_back_duly_till_now,radio/television,1082,1,4,4,male_single,male,none,4,car_or_other,27,none,own,2,1,1,0,1,1
576,0,15,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,2788,1,3,2,female_divorced/separated/married,female,co-applicant,3,car_or_other,24,bank,own,2,2,1,0,1,1
577,2,12,existing_credits_paid_back_duly_till_now,radio/television,2930,1,3,2,female_divorced/separated/married,female,none,1,real_estate,27,none,own,1,2,1,0,1,1
578,0,24,critical_account/other_credits_existing_not_at_this_bank,education,1927,0,2,3,female_divorced/separated/married,female,none,2,car_or_other,33,none,own,2,2,1,1,1,1
579,2,36,critical_account/other_credits_existing_not_at_this_bank,car_(new),2820,1,1,4,male_divorced/separated,male,none,4,car_or_other,27,none,own,2,2,1,0,1,0
580,0,24,existing_credits_paid_back_duly_till_now,retraining,937,1,1,4,male_married/widowed,male,none,3,car_or_other,27,none,own,2,1,1,0,1,1
581,2,18,critical_account/other_credits_existing_not_at_this_bank,car_(new),1056,1,4,3,male_single,male,guarantor,3,real_estate,30,bank,own,2,2,1,0,1,0
582,2,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),3124,1,1,1,male_single,male,none,3,real_estate,49,bank,own,2,1,2,0,1,1
583,0,9,existing_credits_paid_back_duly_till_now,furniture/equipment,1388,1,2,4,female_divorced/separated/married,female,none,2,real_estate,26,none,rent,1,2,1,0,1,1
584,2,36,existing_credits_paid_back_duly_till_now,repairs,2384,1,1,4,male_single,male,none,1,unknown/no_property,33,none,rent,1,1,1,0,1,0
585,0,12,existing_credits_paid_back_duly_till_now,car_(new),2133,0,4,4,female_divorced/separated/married,female,none,4,unknown/no_property,52,none,for free,1,3,1,1,1,1
586,1,18,existing_credits_paid_back_duly_till_now,furniture/equipment,2039,1,2,1,female_divorced/separated/married,female,none,4,real_estate,20,bank,rent,1,2,1,0,1,0
587,1,9,critical_account/other_credits_existing_not_at_this_bank,car_(new),2799,1,2,2,male_single,male,none,2,real_estate,36,none,rent,2,2,2,0,1,1
588,1,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1289,1,2,4,male_single,male,guarantor,1,building_society_savings_agreement/life_insurance,21,none,own,1,1,1,0,1,1
589,1,18,existing_credits_paid_back_duly_till_now,domestic_appliances,1217,1,2,4,male_married/widowed,male,none,3,real_estate,47,none,own,1,1,1,1,1,0
590,1,12,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,2246,1,4,3,male_single,male,none,3,building_society_savings_agreement/life_insurance,60,none,own,2,2,1,0,1,0
591,1,12,critical_account/other_credits_existing_not_at_this_bank,radio/television,385,1,3,4,female_divorced/separated/married,female,none,3,real_estate,58,none,own,4,1,1,1,1,1
592,2,24,delay_in_paying_off_in_the_past,car_(new),1965,0,2,4,female_divorced/separated/married,female,none,4,car_or_other,42,none,rent,2,2,1,1,1,1
593,0,21,existing_credits_paid_back_duly_till_now,business,1572,4,4,4,female_divorced/separated/married,female,none,4,real_estate,36,bank,own,1,1,1,0,1,1
594,2,24,existing_credits_paid_back_duly_till_now,car_(new),2718,1,2,3,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,20,none,rent,1,1,1,1,1,0
595,1,24,all_credits_at_this_bank_paid_back_duly,others,1358,0,4,4,male_single,male,none,3,car_or_other,40,stores,own,1,3,1,1,1,0
596,2,6,all_credits_at_this_bank_paid_back_duly,car_(new),931,2,1,1,female_divorced/separated/married,female,none,1,building_society_savings_agreement/life_insurance,32,stores,own,1,1,1,0,1,0
597,1,24,existing_credits_paid_back_duly_till_now,car_(new),1442,1,3,4,female_divorced/separated/married,female,none,4,car_or_other,23,none,rent,2,2,1,0,1,0
598,2,24,no_credits_taken/all_credits_paid_back_duly,business,4241,1,2,1,male_single,male,none,4,real_estate,36,none,own,3,1,1,1,1,0
599,0,18,critical_account/other_credits_existing_not_at_this_bank,car_(new),2775,1,3,2,male_single,male,none,2,building_society_savings_agreement/life_insurance,31,bank,own,2,2,1,0,1,0
600,0,24,delay_in_paying_off_in_the_past,business,3863,1,2,1,male_single,male,none,2,unknown/no_property,32,none,for free,1,2,1,0,1,1
601,2,7,existing_credits_paid_back_duly_till_now,radio/television,2329,1,1,1,female_divorced/separated/married,female,guarantor,1,real_estate,45,none,own,1,2,1,0,1,1
602,2,9,existing_credits_paid_back_duly_till_now,furniture/equipment,918,1,2,4,female_divorced/separated/married,female,none,1,building_society_savings_agreement/life_insurance,30,none,own,1,2,1,0,1,0
603,2,24,all_credits_at_this_bank_paid_back_duly,education,1837,1,3,4,female_divorced/separated/married,female,none,4,unknown/no_property,34,bank,for free,1,1,1,0,1,0
604,0,36,existing_credits_paid_back_duly_till_now,furniture/equipment,3349,1,2,4,female_divorced/separated/married,female,none,2,car_or_other,28,none,own,1,3,1,1,1,0
605,3,10,existing_credits_paid_back_duly_till_now,furniture/equipment,1275,1,1,4,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,23,none,own,1,2,1,0,1,1
606,1,24,all_credits_at_this_bank_paid_back_duly,furniture/equipment,2828,3,2,4,male_single,male,none,4,real_estate,22,stores,own,1,2,1,1,1,1
607,0,24,critical_account/other_credits_existing_not_at_this_bank,business,4526,1,2,3,male_single,male,none,2,real_estate,74,none,own,1,3,1,1,1,1
608,2,36,existing_credits_paid_back_duly_till_now,radio/television,2671,2,2,4,female_divorced/separated/married,female,co-applicant,4,unknown/no_property,50,none,for free,1,2,1,0,1,0
609,0,18,existing_credits_paid_back_duly_till_now,radio/television,2051,1,1,4,male_single,male,none,1,real_estate,33,none,own,1,2,1,0,1,1
610,0,15,existing_credits_paid_back_duly_till_now,car_(used),1300,0,4,4,male_single,male,none,4,unknown/no_property,45,bank,for free,1,2,2,0,1,1
611,1,12,existing_credits_paid_back_duly_till_now,domestic_appliances,741,2,0,4,female_divorced/separated/married,female,none,3,building_society_savings_agreement/life_insurance,22,none,own,1,2,1,0,1,0
612,3,10,existing_credits_paid_back_duly_till_now,car_(new),1240,2,4,1,female_divorced/separated/married,female,none,4,unknown/no_property,48,none,for free,1,1,2,0,1,0
613,1,21,existing_credits_paid_back_duly_till_now,radio/television,3357,4,1,4,female_divorced/separated/married,female,none,2,car_or_other,29,bank,own,1,2,1,0,1,1
614,1,24,all_credits_at_this_bank_paid_back_duly,car_(used),3632,1,2,1,female_divorced/separated/married,female,guarantor,4,car_or_other,22,bank,rent,1,2,1,0,0,1
615,0,18,delay_in_paying_off_in_the_past,furniture/equipment,1808,1,3,4,female_divorced/separated/married,female,none,1,real_estate,22,none,own,1,2,1,0,1,0
616,2,48,no_credits_taken/all_credits_paid_back_duly,business,12204,0,2,2,male_single,male,none,2,car_or_other,48,bank,own,1,3,1,1,1,1
617,2,60,delay_in_paying_off_in_the_past,radio/television,9157,0,2,2,male_single,male,none,2,unknown/no_property,27,none,for free,1,3,1,0,1,1
618,1,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),3676,1,2,1,male_single,male,none,3,real_estate,37,none,rent,3,2,2,0,1,1
619,2,30,existing_credits_paid_back_duly_till_now,furniture/equipment,3441,2,2,2,female_divorced/separated/married,female,co-applicant,4,car_or_other,21,none,rent,1,2,1,0,1,0
620,0,12,existing_credits_paid_back_duly_till_now,car_(new),640,1,2,4,male_divorced/separated,male,none,2,real_estate,49,none,own,1,1,1,0,1,1
621,2,21,critical_account/other_credits_existing_not_at_this_bank,business,3652,1,3,2,male_single,male,none,3,building_society_savings_agreement/life_insurance,27,none,own,2,2,1,0,1,1
622,0,18,critical_account/other_credits_existing_not_at_this_bank,car_(new),1530,1,2,3,male_single,male,none,2,building_society_savings_agreement/life_insurance,32,bank,own,2,2,1,0,1,0
623,0,48,existing_credits_paid_back_duly_till_now,business,3914,0,2,4,male_divorced/separated,male,none,2,real_estate,38,bank,own,1,2,1,0,1,0
624,1,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1858,1,1,4,female_divorced/separated/married,female,none,1,car_or_other,22,none,rent,1,2,1,0,1,1
625,1,18,existing_credits_paid_back_duly_till_now,radio/television,2600,1,2,4,male_single,male,none,4,unknown/no_property,65,none,for free,2,2,1,0,1,0
626,0,15,existing_credits_paid_back_duly_till_now,radio/television,1979,0,4,4,male_single,male,none,2,car_or_other,35,none,own,1,2,1,0,1,1
627,3,6,existing_credits_paid_back_duly_till_now,furniture/equipment,2116,1,2,2,male_single,male,none,2,real_estate,41,none,own,1,2,1,1,1,1
628,2,9,all_credits_at_this_bank_paid_back_duly,car_(new),1437,2,3,2,male_single,male,none,3,unknown/no_property,29,none,own,1,2,1,0,1,0
629,0,42,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,4042,3,2,4,male_single,male,none,4,real_estate,36,none,own,2,2,1,1,1,1
630,0,9,existing_credits_paid_back_duly_till_now,education,3832,0,4,1,male_single,male,none,4,real_estate,64,none,own,1,1,1,0,1,1
631,1,24,existing_credits_paid_back_duly_till_now,radio/television,3660,1,2,2,female_divorced/separated/married,female,none,4,car_or_other,28,none,own,1,2,1,0,1,1
632,1,18,all_credits_at_this_bank_paid_back_duly,furniture/equipment,1553,1,2,4,male_single,male,none,3,car_or_other,44,bank,own,1,2,1,0,1,0
633,2,15,existing_credits_paid_back_duly_till_now,radio/television,1444,0,1,4,male_single,male,none,1,building_society_savings_agreement/life_insurance,23,none,own,1,2,1,0,1,1
634,0,9,existing_credits_paid_back_duly_till_now,furniture/equipment,1980,1,1,2,female_divorced/separated/married,female,co-applicant,2,car_or_other,19,none,rent,2,2,1,0,1,0
635,2,24,existing_credits_paid_back_duly_till_now,car_(new),1355,1,1,3,female_divorced/separated/married,female,none,4,car_or_other,25,none,own,1,1,1,1,1,0
636,0,12,existing_credits_paid_back_duly_till_now,education,1393,1,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,47,bank,own,3,2,2,1,1,1
637,0,24,existing_credits_paid_back_duly_till_now,radio/television,1376,3,3,4,female_divorced/separated/married,female,none,1,car_or_other,28,none,own,1,2,1,0,1,1
638,0,60,delay_in_paying_off_in_the_past,radio/television,15653,1,3,2,male_single,male,none,4,car_or_other,21,none,own,2,2,1,1,1,1
639,0,12,existing_credits_paid_back_duly_till_now,radio/television,1493,1,1,4,female_divorced/separated/married,female,none,3,car_or_other,34,none,own,1,2,2,0,1,1
640,1,42,delay_in_paying_off_in_the_past,radio/television,4370,1,3,3,male_single,male,none,2,building_society_savings_agreement/life_insurance,26,bank,own,2,2,2,1,1,0
641,1,18,existing_credits_paid_back_duly_till_now,education,750,1,0,4,female_divorced/separated/married,female,none,1,real_estate,27,none,own,1,0,1,0,1,0
642,2,15,existing_credits_paid_back_duly_till_now,repairs,1308,1,4,4,male_single,male,none,4,car_or_other,38,none,own,2,1,1,0,1,1
643,0,15,existing_credits_paid_back_duly_till_now,education,4623,2,2,3,male_single,male,none,2,building_society_savings_agreement/life_insurance,40,none,own,1,3,1,1,1,0
644,0,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,1851,1,3,4,male_married/widowed,male,guarantor,2,car_or_other,33,none,own,2,2,1,1,1,1
645,1,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,1880,1,3,4,male_married/widowed,male,none,1,building_society_savings_agreement/life_insurance,32,none,own,2,3,1,1,1,1
646,0,36,delay_in_paying_off_in_the_past,business,7980,0,1,4,male_single,male,none,4,car_or_other,27,none,rent,2,2,1,1,1,0
647,1,30,no_credits_taken/all_credits_paid_back_duly,furniture/equipment,4583,1,2,2,male_divorced/separated,male,guarantor,2,real_estate,32,none,own,2,2,1,0,1,1
648,0,12,existing_credits_paid_back_duly_till_now,car_(new),1386,3,2,2,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,26,none,own,1,2,1,0,1,0
649,3,24,existing_credits_paid_back_duly_till_now,car_(new),947,1,3,4,male_single,male,none,3,unknown/no_property,38,bank,for free,1,2,2,0,1,0
650,1,12,existing_credits_paid_back_duly_till_now,education,684,1,2,4,male_single,male,none,4,car_or_other,40,none,rent,1,1,2,0,1,0
651,1,48,existing_credits_paid_back_duly_till_now,education,7476,1,3,4,male_single,male,none,1,unknown/no_property,50,none,for free,1,3,1,1,1,1
652,2,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1922,1,2,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,37,none,own,1,1,1,0,1,0
653,1,24,existing_credits_paid_back_duly_till_now,car_(new),2303,1,4,4,male_single,male,co-applicant,1,real_estate,45,none,own,1,2,1,0,1,0
654,2,36,delay_in_paying_off_in_the_past,car_(new),8086,2,4,2,male_single,male,none,4,car_or_other,42,none,own,4,3,1,1,1,0
655,0,24,critical_account/other_credits_existing_not_at_this_bank,car_(used),2346,1,3,4,male_single,male,none,3,car_or_other,35,none,own,2,2,1,1,1,1
656,1,14,existing_credits_paid_back_duly_till_now,car_(new),3973,1,0,1,male_single,male,none,4,unknown/no_property,22,none,for free,1,2,1,0,1,1
657,2,12,existing_credits_paid_back_duly_till_now,car_(new),888,1,4,4,male_single,male,none,4,car_or_other,41,bank,own,1,1,2,0,1,0
658,0,48,existing_credits_paid_back_duly_till_now,radio/television,10222,0,3,4,male_single,male,none,3,car_or_other,37,stores,own,1,2,1,1,1,1
659,2,30,no_credits_taken/all_credits_paid_back_duly,business,4221,1,2,2,female_divorced/separated/married,female,none,1,car_or_other,28,none,own,2,2,1,0,1,1
660,2,18,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,6361,1,4,2,male_single,male,none,1,unknown/no_property,41,none,own,1,2,1,1,1,1
661,3,12,existing_credits_paid_back_duly_till_now,radio/television,1297,1,2,3,male_married/widowed,male,none,4,real_estate,23,none,rent,1,2,1,0,1,1
662,1,12,existing_credits_paid_back_duly_till_now,car_(new),900,0,2,4,male_married/widowed,male,none,2,car_or_other,23,none,own,1,2,1,0,1,0
663,0,21,existing_credits_paid_back_duly_till_now,furniture/equipment,2241,1,4,4,male_single,male,none,2,real_estate,50,none,own,2,2,1,0,1,1
664,2,6,delay_in_paying_off_in_the_past,furniture/equipment,1050,1,0,4,male_single,male,none,1,building_society_savings_agreement/life_insurance,35,stores,own,2,3,1,1,1,1
665,3,6,critical_account/other_credits_existing_not_at_this_bank,education,1047,1,2,2,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,50,none,own,1,1,1,0,1,1
666,0,24,critical_account/other_credits_existing_not_at_this_bank,others,6314,1,0,4,male_single,male,co-applicant,2,unknown/no_property,27,bank,own,2,3,1,1,1,1
667,2,30,all_credits_at_this_bank_paid_back_duly,furniture/equipment,3496,4,2,4,male_single,male,none,2,car_or_other,34,stores,own,1,2,2,1,1,1
668,0,48,all_credits_at_this_bank_paid_back_duly,business,3609,1,2,1,female_divorced/separated/married,female,none,1,real_estate,27,stores,own,1,2,1,0,1,1
669,1,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),4843,1,4,3,male_single,male,co-applicant,4,building_society_savings_agreement/life_insurance,43,none,rent,2,2,1,1,1,0
670,3,30,critical_account/other_credits_existing_not_at_this_bank,radio/television,3017,1,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,47,none,own,1,2,1,0,1,1
671,0,24,critical_account/other_credits_existing_not_at_this_bank,business,4139,2,2,3,male_single,male,none,3,building_society_savings_agreement/life_insurance,27,none,own,2,1,1,1,1,1
672,0,36,existing_credits_paid_back_duly_till_now,business,5742,2,3,2,male_single,male,none,2,car_or_other,31,none,own,2,2,1,1,1,1
673,0,60,existing_credits_paid_back_duly_till_now,car_(new),10366,1,4,2,male_single,male,none,4,building_society_savings_agreement/life_insurance,42,none,own,1,3,1,1,1,1
674,0,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),2080,3,2,1,male_married/widowed,male,none,2,car_or_other,24,none,own,1,2,1,0,1,1
675,0,21,delay_in_paying_off_in_the_past,business,2580,3,1,4,male_single,male,none,2,real_estate,41,bank,own,1,1,2,0,1,0
676,0,30,critical_account/other_credits_existing_not_at_this_bank,radio/television,4530,1,3,4,female_divorced/separated/married,female,none,4,car_or_other,26,none,rent,1,3,1,1,1,1
677,0,24,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,5150,1,4,4,male_single,male,none,4,car_or_other,33,none,own,1,2,1,1,1,1
678,2,72,existing_credits_paid_back_duly_till_now,radio/television,5595,2,2,2,male_married/widowed,male,none,2,car_or_other,24,none,own,1,2,1,0,1,0
679,1,24,existing_credits_paid_back_duly_till_now,radio/television,2384,1,4,4,male_single,male,none,4,real_estate,64,bank,rent,1,1,1,0,1,1
680,0,18,existing_credits_paid_back_duly_till_now,radio/television,1453,1,1,3,female_divorced/separated/married,female,none,1,real_estate,26,none,own,1,2,1,0,1,1
681,0,6,existing_credits_paid_back_duly_till_now,education,1538,1,1,1,female_divorced/separated/married,female,none,2,unknown/no_property,56,none,own,1,2,1,0,1,1
682,0,12,existing_credits_paid_back_duly_till_now,radio/television,2279,0,2,4,male_single,male,none,4,unknown/no_property,37,none,for free,1,2,1,1,1,1
683,0,15,delay_in_paying_off_in_the_past,radio/television,1478,1,2,4,male_married/widowed,male,none,3,real_estate,33,bank,own,2,2,1,0,1,1
684,0,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,5103,1,1,3,male_married/widowed,male,none,3,unknown/no_property,47,none,for free,3,2,1,1,1,1
685,2,36,delay_in_paying_off_in_the_past,business,9857,2,3,1,male_single,male,none,3,building_society_savings_agreement/life_insurance,31,none,own,2,1,2,1,1,1
686,0,60,existing_credits_paid_back_duly_till_now,car_(new),6527,0,2,4,male_single,male,none,4,unknown/no_property,34,none,for free,1,2,2,1,1,1
687,3,10,critical_account/other_credits_existing_not_at_this_bank,radio/television,1347,0,3,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,27,none,own,2,2,1,1,1,1
688,2,36,delay_in_paying_off_in_the_past,car_(new),2862,2,4,4,male_single,male,none,3,unknown/no_property,30,none,for free,1,2,1,0,1,1
689,0,9,existing_credits_paid_back_duly_till_now,radio/television,2753,2,4,3,male_single,male,co-applicant,4,car_or_other,35,none,own,1,2,1,1,1,1
690,1,12,existing_credits_paid_back_duly_till_now,car_(new),3651,4,2,1,male_single,male,none,3,building_society_savings_agreement/life_insurance,31,none,own,1,2,2,0,1,1
691,1,15,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,975,1,2,2,male_divorced/separated,male,none,3,building_society_savings_agreement/life_insurance,25,none,own,2,2,1,0,1,1
692,2,15,existing_credits_paid_back_duly_till_now,repairs,2631,2,2,3,female_divorced/separated/married,female,none,2,real_estate,25,none,own,1,1,1,0,1,1
693,2,24,existing_credits_paid_back_duly_till_now,radio/television,2896,2,1,2,male_single,male,none,1,car_or_other,29,none,own,1,2,1,0,1,1
694,1,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),4716,0,1,1,male_single,male,none,3,real_estate,44,none,own,2,1,2,0,1,1
